day_number|date|season|day_of_week|time_of_day|userId|movieId|location|companions|user_mood|satisfaction_score
296|2025-10-24|Autumn|Friday|Evening|U0082|M05308|Cinema|Alone|Sad|0.59
296|2025-10-24|Autumn|Friday|Morning|U0087|M04382|Community Center|Partner|Neutral|0.59
296|2025-10-24|Autumn|Friday|Evening|U0091|M02654|Public Transportation|Friends|Happy|0.53
296|2025-10-24|Autumn|Friday|Evening|U0095|M02420|Home|Friends|Neutral|0.47
297|2025-10-25|Autumn|Saturday|Morning|U0020|M05233|Public Transportation|Family|Sad|0.6
297|2025-10-25|Autumn|Saturday|Afternoon|U0024|M00789|Cinema|Group|Happy|0.6
297|2025-10-25|Autumn|Saturday|Evening|U0039|M05449|Public Transportation|Partner|Sad|0.49
297|2025-10-25|Autumn|Saturday|Morning|U0053|M04697|Cinema|Friends|Happy|0.44
297|2025-10-25|Autumn|Saturday|Evening|U0064|M01445|Community Center|Friends|Happy|0.61
297|2025-10-25|Autumn|Saturday|Afternoon|U0070|M03811|Cinema|Partner|Sad|0.58
297|2025-10-25|Autumn|Saturday|Evening|U0075|M01312|Cinema|Family|Neutral|0.5
297|2025-10-25|Autumn|Saturday|Afternoon|U0092|M05320|Workplace|Alone|Sad|0.36
298|2025-10-26|Autumn|Sunday|Morning|U0020|M04428|Cinema|Family|Neutral|0.52
298|2025-10-26|Autumn|Sunday|Morning|U0083|M04079|Workplace|Group|Happy|0.54
298|2025-10-26|Autumn|Sunday|Morning|U0087|M03596|Home|Partner|Neutral|0.44
298|2025-10-26|Autumn|Sunday|Morning|U0093|M00032|Home|Partner|Neutral|0.48
298|2025-10-26|Autumn|Sunday|Night|U0098|M05234|Public Transportation|Friends|Happy|0.73
299|2025-10-27|Autumn|Monday|Night|U0011|M04806|Community Center|Group|Sad|0.19
299|2025-10-27|Autumn|Monday|Afternoon|U0027|M04671|Workplace|Family|Neutral|0.61
299|2025-10-27|Autumn|Monday|Evening|U0054|M04724|Cinema|Alone|Neutral|0.53
299|2025-10-27|Autumn|Monday|Afternoon|U0059|M02742|Home|Partner|Sad|0.45
299|2025-10-27|Autumn|Monday|Night|U0082|M03613|Cinema|Alone|Sad|0.57
299|2025-10-27|Autumn|Monday|Evening|U0093|M02918|Cinema|Family|Neutral|0.59
299|2025-10-27|Autumn|Monday|Afternoon|U0095|M02422|Public Transportation|Friends|Neutral|0.49
299|2025-10-27|Autumn|Monday|Afternoon|U0096|M02336|Workplace|Partner|Happy|0.54
300|2025-10-28|Autumn|Tuesday|Morning|U0011|M02555|Community Center|Alone|Neutral|0.65
300|2025-10-28|Autumn|Tuesday|Night|U0026|M04131|Public Transportation|Partner|Happy|0.51
300|2025-10-28|Autumn|Tuesday|Night|U0059|M02163|Community Center|Friends|Happy|0.53
300|2025-10-28|Autumn|Tuesday|Evening|U0063|M03010|Home|Partner|Sad|0.46
300|2025-10-28|Autumn|Tuesday|Evening|U0064|M00431|Cinema|Friends|Neutral|0.6
300|2025-10-28|Autumn|Tuesday|Afternoon|U0065|M04936|Workplace|Friends|Happy|0.74
300|2025-10-28|Autumn|Tuesday|Morning|U0081|M04999|Cinema|Group|Sad|0.52
300|2025-10-28|Autumn|Tuesday|Evening|U0097|M05243|Community Center|Group|Happy|0.64
301|2025-10-29|Autumn|Wednesday|Morning|U0005|M00603|Community Center|Alone|Neutral|0.49
301|2025-10-29|Autumn|Wednesday|Night|U0014|M02541|Workplace|Friends|Sad|0.44
301|2025-10-29|Autumn|Wednesday|Night|U0015|M00912|Workplace|Friends|Happy|0.8
301|2025-10-29|Autumn|Wednesday|Morning|U0020|M01617|Community Center|Family|Happy|0.64
301|2025-10-29|Autumn|Wednesday|Afternoon|U0024|M01084|Workplace|Group|Happy|0.52
301|2025-10-29|Autumn|Wednesday|Evening|U0064|M03296|Home|Friends|Sad|0.59
301|2025-10-29|Autumn|Wednesday|Night|U0069|M05350|Cinema|Alone|Sad|0.37
301|2025-10-29|Autumn|Wednesday|Evening|U0074|M03755|Workplace|Family|Happy|0.61
301|2025-10-29|Autumn|Wednesday|Evening|U0082|M03819|Community Center|Family|Sad|0.48
301|2025-10-29|Autumn|Wednesday|Evening|U0093|M01811|Home|Partner|Happy|0.65
301|2025-10-29|Autumn|Wednesday|Evening|U0099|M05388|Public Transportation|Partner|Happy|0.8
302|2025-10-30|Autumn|Thursday|Morning|U0006|M03129|Cinema|Family|Happy|0.62
302|2025-10-30|Autumn|Thursday|Evening|U0019|M05543|Cinema|Partner|Neutral|0.54
302|2025-10-30|Autumn|Thursday|Evening|U0020|M00478|Community Center|Family|Neutral|0.59
302|2025-10-30|Autumn|Thursday|Afternoon|U0026|M00961|Public Transportation|Group|Sad|0.57
302|2025-10-30|Autumn|Thursday|Morning|U0034|M04463|Community Center|Partner|Sad|0.7
302|2025-10-30|Autumn|Thursday|Afternoon|U0046|M00783|Home|Group|Sad|0.22
302|2025-10-30|Autumn|Thursday|Afternoon|U0048|M05323|Cinema|Alone|Happy|0.44
302|2025-10-30|Autumn|Thursday|Morning|U0049|M05352|Cinema|Family|Neutral|0.4
302|2025-10-30|Autumn|Thursday|Evening|U0053|M03818|Public Transportation|Friends|Sad|0.39
302|2025-10-30|Autumn|Thursday|Night|U0059|M01327|Workplace|Partner|Neutral|0.51
302|2025-10-30|Autumn|Thursday|Evening|U0064|M05103|Public Transportation|Friends|Neutral|0.61
302|2025-10-30|Autumn|Thursday|Afternoon|U0065|M02595|Community Center|Alone|Neutral|0.48
302|2025-10-30|Autumn|Thursday|Evening|U0072|M03220|Public Transportation|Family|Sad|0.45
302|2025-10-30|Autumn|Thursday|Evening|U0091|M00401|Public Transportation|Friends|Neutral|0.52
302|2025-10-30|Autumn|Thursday|Afternoon|U0092|M00255|Community Center|Alone|Sad|0.31
302|2025-10-30|Autumn|Thursday|Morning|U0099|M03510|Public Transportation|Family|Sad|0.33
303|2025-10-31|Autumn|Friday|Evening|U0028|M02353|Home|Partner|Neutral|0.49
303|2025-10-31|Autumn|Friday|Afternoon|U0049|M04536|Public Transportation|Family|Happy|0.43
303|2025-10-31|Autumn|Friday|Evening|U0063|M00279|Home|Group|Happy|0.67
303|2025-10-31|Autumn|Friday|Night|U0069|M00951|Public Transportation|Alone|Neutral|0.49
303|2025-10-31|Autumn|Friday|Afternoon|U0076|M02409|Workplace|Group|Sad|0.55
303|2025-10-31|Autumn|Friday|Morning|U0085|M01966|Public Transportation|Group|Happy|0.63
303|2025-10-31|Autumn|Friday|Afternoon|U0086|M05244|Public Transportation|Family|Happy|0.5
303|2025-10-31|Autumn|Friday|Evening|U0091|M01673|Public Transportation|Alone|Sad|0.3
303|2025-10-31|Autumn|Friday|Evening|U0092|M04813|Community Center|Family|Neutral|0.48
303|2025-10-31|Autumn|Friday|Evening|U0095|M00756|Public Transportation|Group|Sad|0.27
304|2025-11-01|Autumn|Saturday|Afternoon|U0004|M04825|Community Center|Friends|Sad|0.48
304|2025-11-01|Autumn|Saturday|Afternoon|U0007|M02076|Home|Friends|Happy|0.61
304|2025-11-01|Autumn|Saturday|Evening|U0013|M04618|Cinema|Family|Neutral|0.39
304|2025-11-01|Autumn|Saturday|Morning|U0020|M02924|Public Transportation|Friends|Happy|0.61
304|2025-11-01|Autumn|Saturday|Afternoon|U0021|M02499|Workplace|Alone|Happy|0.53
304|2025-11-01|Autumn|Saturday|Morning|U0024|M01618|Home|Alone|Sad|0.51
304|2025-11-01|Autumn|Saturday|Afternoon|U0048|M00715|Cinema|Partner|Neutral|0.48
304|2025-11-01|Autumn|Saturday|Night|U0049|M00185|Cinema|Alone|Happy|0.68
304|2025-11-01|Autumn|Saturday|Morning|U0063|M00391|Public Transportation|Alone|Neutral|0.51
304|2025-11-01|Autumn|Saturday|Morning|U0066|M00174|Home|Group|Happy|0.52
304|2025-11-01|Autumn|Saturday|Afternoon|U0069|M04196|Public Transportation|Partner|Happy|0.94
304|2025-11-01|Autumn|Saturday|Morning|U0070|M01027|Community Center|Alone|Happy|0.52
304|2025-11-01|Autumn|Saturday|Morning|U0093|M03376|Cinema|Partner|Neutral|0.5
305|2025-11-02|Autumn|Sunday|Morning|U0026|M03622|Workplace|Partner|Happy|0.55
305|2025-11-02|Autumn|Sunday|Morning|U0037|M03558|Home|Family|Sad|0.5
305|2025-11-02|Autumn|Sunday|Night|U0039|M02377|Public Transportation|Partner|Sad|0.73
305|2025-11-02|Autumn|Sunday|Evening|U0064|M05028|Home|Alone|Sad|0.6
305|2025-11-02|Autumn|Sunday|Evening|U0069|M03642|Public Transportation|Alone|Happy|0.73
305|2025-11-02|Autumn|Sunday|Evening|U0078|M00662|Community Center|Group|Sad|0.42
305|2025-11-02|Autumn|Sunday|Evening|U0084|M03499|Cinema|Family|Sad|0.69
305|2025-11-02|Autumn|Sunday|Morning|U0091|M02727|Public Transportation|Alone|Sad|0.45
305|2025-11-02|Autumn|Sunday|Night|U0092|M03885|Home|Family|Neutral|0.43
305|2025-11-02|Autumn|Sunday|Night|U0098|M03196|Cinema|Group|Sad|0.47
305|2025-11-02|Autumn|Sunday|Night|U0100|M00409|Workplace|Group|Happy|0.66
306|2025-11-03|Autumn|Monday|Morning|U0011|M05587|Community Center|Partner|Sad|0.51
306|2025-11-03|Autumn|Monday|Night|U0021|M00767|Public Transportation|Alone|Happy|0.49
306|2025-11-03|Autumn|Monday|Afternoon|U0039|M04304|Workplace|Partner|Sad|0.61
306|2025-11-03|Autumn|Monday|Night|U0043|M01325|Home|Friends|Sad|0.49
306|2025-11-03|Autumn|Monday|Afternoon|U0048|M01243|Cinema|Alone|Neutral|0.5
306|2025-11-03|Autumn|Monday|Night|U0049|M05641|Cinema|Family|Sad|0.28
306|2025-11-03|Autumn|Monday|Morning|U0051|M01378|Public Transportation|Group|Happy|0.54
306|2025-11-03|Autumn|Monday|Afternoon|U0064|M03433|Home|Friends|Neutral|0.63
306|2025-11-03|Autumn|Monday|Afternoon|U0070|M02167|Workplace|Alone|Sad|0.46
306|2025-11-03|Autumn|Monday|Night|U0073|M03578|Cinema|Family|Sad|0.67
306|2025-11-03|Autumn|Monday|Evening|U0083|M04868|Workplace|Friends|Sad|0.49
306|2025-11-03|Autumn|Monday|Morning|U0090|M03728|Public Transportation|Group|Happy|0.48
306|2025-11-03|Autumn|Monday|Night|U0098|M02745|Home|Friends|Happy|0.65
307|2025-11-04|Autumn|Tuesday|Evening|U0037|M01358|Community Center|Group|Neutral|0.5
307|2025-11-04|Autumn|Tuesday|Night|U0050|M00543|Public Transportation|Friends|Neutral|0.47
307|2025-11-04|Autumn|Tuesday|Night|U0065|M02244|Workplace|Friends|Sad|0.42
307|2025-11-04|Autumn|Tuesday|Night|U0086|M03914|Public Transportation|Partner|Neutral|0.58
308|2025-11-05|Autumn|Wednesday|Morning|U0004|M04459|Public Transportation|Friends|Sad|0.44
308|2025-11-05|Autumn|Wednesday|Night|U0011|M04847|Community Center|Group|Sad|0.38
308|2025-11-05|Autumn|Wednesday|Evening|U0046|M02086|Workplace|Group|Neutral|0.54
308|2025-11-05|Autumn|Wednesday|Evening|U0063|M03280|Workplace|Alone|Happy|0.52
308|2025-11-05|Autumn|Wednesday|Afternoon|U0067|M02466|Home|Friends|Happy|0.66
308|2025-11-05|Autumn|Wednesday|Evening|U0078|M05667|Workplace|Partner|Sad|0.52
308|2025-11-05|Autumn|Wednesday|Evening|U0082|M03518|Community Center|Family|Happy|0.65
308|2025-11-05|Autumn|Wednesday|Afternoon|U0092|M03891|Public Transportation|Partner|Happy|0.54
308|2025-11-05|Autumn|Wednesday|Evening|U0097|M05335|Community Center|Group|Neutral|0.41
308|2025-11-05|Autumn|Wednesday|Morning|U0100|M02561|Workplace|Group|Sad|0.47
309|2025-11-06|Autumn|Thursday|Morning|U0006|M02010|Home|Partner|Neutral|0.61
309|2025-11-06|Autumn|Thursday|Night|U0015|M05390|Workplace|Friends|Sad|0.48
309|2025-11-06|Autumn|Thursday|Morning|U0020|M05367|Public Transportation|Family|Neutral|0.53
309|2025-11-06|Autumn|Thursday|Night|U0048|M04004|Home|Partner|Sad|0.59
309|2025-11-06|Autumn|Thursday|Evening|U0054|M03678|Community Center|Group|Neutral|0.48
309|2025-11-06|Autumn|Thursday|Evening|U0064|M01463|Home|Friends|Sad|0.45
309|2025-11-06|Autumn|Thursday|Morning|U0065|M00128|Workplace|Friends|Neutral|0.53
309|2025-11-06|Autumn|Thursday|Afternoon|U0066|M04377|Home|Friends|Sad|0.44
309|2025-11-06|Autumn|Thursday|Evening|U0091|M03010|Public Transportation|Friends|Sad|0.36
309|2025-11-06|Autumn|Thursday|Morning|U0092|M05558|Community Center|Alone|Happy|0.53
310|2025-11-07|Autumn|Friday|Morning|U0024|M01121|Home|Group|Sad|0.46
310|2025-11-07|Autumn|Friday|Evening|U0027|M00233|Workplace|Family|Sad|0.67
310|2025-11-07|Autumn|Friday|Evening|U0033|M01632|Public Transportation|Family|Sad|0.46
310|2025-11-07|Autumn|Friday|Morning|U0040|M02373|Public Transportation|Alone|Happy|0.46
310|2025-11-07|Autumn|Friday|Afternoon|U0047|M00146|Workplace|Partner|Sad|0.49
310|2025-11-07|Autumn|Friday|Afternoon|U0049|M03392|Cinema|Family|Sad|0.31
310|2025-11-07|Autumn|Friday|Evening|U0069|M03795|Public Transportation|Group|Sad|0.69
310|2025-11-07|Autumn|Friday|Evening|U0099|M01171|Cinema|Friends|Sad|0.49
311|2025-11-08|Autumn|Saturday|Evening|U0002|M01319|Community Center|Friends|Happy|0.53
311|2025-11-08|Autumn|Saturday|Morning|U0008|M02721|Home|Partner|Sad|0.47
311|2025-11-08|Autumn|Saturday|Night|U0011|M02211|Cinema|Alone|Sad|0.16
311|2025-11-08|Autumn|Saturday|Evening|U0012|M01155|Workplace|Family|Neutral|0.42
311|2025-11-08|Autumn|Saturday|Evening|U0027|M03110|Home|Group|Sad|0.44
311|2025-11-08|Autumn|Saturday|Evening|U0028|M04363|Workplace|Partner|Sad|0.54
311|2025-11-08|Autumn|Saturday|Afternoon|U0048|M01538|Workplace|Alone|Happy|0.53
311|2025-11-08|Autumn|Saturday|Night|U0060|M04076|Public Transportation|Friends|Happy|0.66
311|2025-11-08|Autumn|Saturday|Night|U0074|M04480|Community Center|Family|Sad|0.57
312|2025-11-09|Autumn|Sunday|Morning|U0024|M05157|Home|Group|Neutral|0.64
312|2025-11-09|Autumn|Sunday|Evening|U0038|M00982|Workplace|Partner|Sad|0.47
312|2025-11-09|Autumn|Sunday|Evening|U0040|M02951|Public Transportation|Alone|Neutral|0.36
312|2025-11-09|Autumn|Sunday|Afternoon|U0057|M04371|Community Center|Friends|Neutral|0.39
312|2025-11-09|Autumn|Sunday|Night|U0059|M01025|Cinema|Family|Happy|0.63
312|2025-11-09|Autumn|Sunday|Afternoon|U0065|M01198|Workplace|Friends|Happy|0.63
312|2025-11-09|Autumn|Sunday|Morning|U0067|M01383|Home|Friends|Happy|0.65
312|2025-11-09|Autumn|Sunday|Morning|U0070|M04936|Workplace|Friends|Sad|0.48
312|2025-11-09|Autumn|Sunday|Evening|U0074|M03346|Home|Partner|Happy|0.53
312|2025-11-09|Autumn|Sunday|Afternoon|U0084|M05091|Cinema|Alone|Happy|0.55
312|2025-11-09|Autumn|Sunday|Morning|U0093|M05730|Public Transportation|Group|Happy|0.67
312|2025-11-09|Autumn|Sunday|Afternoon|U0097|M05066|Home|Friends|Happy|0.54
312|2025-11-09|Autumn|Sunday|Evening|U0100|M00153|Public Transportation|Group|Sad|0.58
313|2025-11-10|Autumn|Monday|Afternoon|U0013|M03588|Home|Family|Happy|0.42
313|2025-11-10|Autumn|Monday|Evening|U0020|M04698|Public Transportation|Friends|Neutral|0.53
313|2025-11-10|Autumn|Monday|Morning|U0021|M01188|Community Center|Partner|Neutral|0.6
313|2025-11-10|Autumn|Monday|Morning|U0029|M05275|Public Transportation|Group|Neutral|0.32
313|2025-11-10|Autumn|Monday|Evening|U0060|M05481|Cinema|Group|Happy|0.53
313|2025-11-10|Autumn|Monday|Evening|U0064|M01968|Community Center|Friends|Neutral|0.58
313|2025-11-10|Autumn|Monday|Evening|U0079|M00503|Cinema|Family|Neutral|0.52
313|2025-11-10|Autumn|Monday|Night|U0082|M03570|Home|Friends|Sad|0.47
313|2025-11-10|Autumn|Monday|Morning|U0095|M00149|Community Center|Group|Neutral|0.53
313|2025-11-10|Autumn|Monday|Morning|U0096|M00039|Home|Partner|Happy|0.5
314|2025-11-11|Autumn|Tuesday|Morning|U0010|M01039|Public Transportation|Alone|Happy|0.6
314|2025-11-11|Autumn|Tuesday|Morning|U0049|M04275|Cinema|Group|Happy|0.44
314|2025-11-11|Autumn|Tuesday|Night|U0050|M04332|Workplace|Alone|Neutral|0.6
314|2025-11-11|Autumn|Tuesday|Afternoon|U0051|M03614|Community Center|Family|Happy|0.55
314|2025-11-11|Autumn|Tuesday|Evening|U0060|M03824|Home|Friends|Happy|0.55
314|2025-11-11|Autumn|Tuesday|Evening|U0063|M04590|Community Center|Friends|Neutral|0.46
314|2025-11-11|Autumn|Tuesday|Afternoon|U0065|M02030|Workplace|Family|Sad|0.71
314|2025-11-11|Autumn|Tuesday|Morning|U0073|M03634|Community Center|Alone|Neutral|0.51
314|2025-11-11|Autumn|Tuesday|Night|U0075|M00487|Home|Family|Sad|0.35
314|2025-11-11|Autumn|Tuesday|Afternoon|U0081|M00070|Home|Family|Neutral|0.62
314|2025-11-11|Autumn|Tuesday|Night|U0082|M05223|Cinema|Friends|Sad|0.49
315|2025-11-12|Autumn|Wednesday|Afternoon|U0007|M00790|Home|Group|Neutral|0.52
315|2025-11-12|Autumn|Wednesday|Morning|U0012|M02297|Community Center|Alone|Neutral|0.5
315|2025-11-12|Autumn|Wednesday|Afternoon|U0017|M03432|Home|Alone|Sad|0.48
315|2025-11-12|Autumn|Wednesday|Night|U0018|M04196|Community Center|Group|Sad|0.48
315|2025-11-12|Autumn|Wednesday|Morning|U0020|M04851|Community Center|Family|Sad|0.5
315|2025-11-12|Autumn|Wednesday|Evening|U0022|M05045|Public Transportation|Partner|Sad|0.56
315|2025-11-12|Autumn|Wednesday|Evening|U0028|M05124|Cinema|Partner|Sad|0.71
315|2025-11-12|Autumn|Wednesday|Night|U0049|M00870|Workplace|Family|Happy|0.64
315|2025-11-12|Autumn|Wednesday|Night|U0050|M03483|Workplace|Friends|Happy|0.53
315|2025-11-12|Autumn|Wednesday|Night|U0051|M00030|Home|Friends|Sad|0.5
315|2025-11-12|Autumn|Wednesday|Morning|U0058|M02123|Workplace|Partner|Sad|0.46
315|2025-11-12|Autumn|Wednesday|Evening|U0091|M00180|Public Transportation|Friends|Sad|0.34
315|2025-11-12|Autumn|Wednesday|Evening|U0094|M05713|Community Center|Family|Neutral|0.42
315|2025-11-12|Autumn|Wednesday|Afternoon|U0098|M04970|Workplace|Group|Sad|0.47
315|2025-11-12|Autumn|Wednesday|Morning|U0099|M01089|Public Transportation|Partner|Neutral|0.49
316|2025-11-13|Autumn|Thursday|Morning|U0004|M02519|Public Transportation|Friends|Neutral|0.39
316|2025-11-13|Autumn|Thursday|Night|U0027|M02510|Workplace|Alone|Neutral|0.64
316|2025-11-13|Autumn|Thursday|Evening|U0034|M01784|Community Center|Family|Sad|0.69
316|2025-11-13|Autumn|Thursday|Night|U0038|M03141|Public Transportation|Alone|Sad|0.59
316|2025-11-13|Autumn|Thursday|Afternoon|U0044|M01230|Cinema|Partner|Sad|0.57
316|2025-11-13|Autumn|Thursday|Night|U0050|M04539|Cinema|Friends|Sad|0.59
316|2025-11-13|Autumn|Thursday|Morning|U0053|M04222|Home|Alone|Sad|0.36
316|2025-11-13|Autumn|Thursday|Morning|U0065|M05107|Home|Family|Neutral|0.36
316|2025-11-13|Autumn|Thursday|Evening|U0066|M02844|Home|Group|Happy|0.53
316|2025-11-13|Autumn|Thursday|Afternoon|U0067|M02450|Cinema|Group|Happy|0.65
316|2025-11-13|Autumn|Thursday|Morning|U0072|M00123|Home|Alone|Sad|0.47
316|2025-11-13|Autumn|Thursday|Evening|U0075|M00594|Workplace|Alone|Happy|0.41
316|2025-11-13|Autumn|Thursday|Morning|U0082|M05551|Public Transportation|Family|Sad|0.47
316|2025-11-13|Autumn|Thursday|Afternoon|U0086|M03133|Community Center|Family|Sad|0.56
316|2025-11-13|Autumn|Thursday|Night|U0091|M04742|Public Transportation|Friends|Neutral|0.42
316|2025-11-13|Autumn|Thursday|Morning|U0092|M03188|Community Center|Alone|Happy|0.54
316|2025-11-13|Autumn|Thursday|Evening|U0099|M02434|Home|Partner|Happy|0.52
317|2025-11-14|Autumn|Friday|Evening|U0037|M02644|Community Center|Group|Sad|0.45
317|2025-11-14|Autumn|Friday|Afternoon|U0049|M01484|Community Center|Friends|Sad|0.57
317|2025-11-14|Autumn|Friday|Night|U0069|M03468|Cinema|Alone|Sad|0.44
317|2025-11-14|Autumn|Friday|Morning|U0087|M00731|Cinema|Partner|Happy|0.53
317|2025-11-14|Autumn|Friday|Morning|U0092|M01269|Workplace|Alone|Sad|0.36
317|2025-11-14|Autumn|Friday|Afternoon|U0099|M02122|Public Transportation|Family|Sad|0.57
318|2025-11-15|Autumn|Saturday|Night|U0013|M03927|Public Transportation|Family|Neutral|0.42
318|2025-11-15|Autumn|Saturday|Evening|U0052|M04184|Cinema|Friends|Happy|0.57
318|2025-11-15|Autumn|Saturday|Evening|U0064|M02990|Public Transportation|Friends|Happy|0.52
318|2025-11-15|Autumn|Saturday|Afternoon|U0065|M01967|Workplace|Friends|Happy|0.62
318|2025-11-15|Autumn|Saturday|Morning|U0070|M03209|Workplace|Friends|Neutral|0.48
318|2025-11-15|Autumn|Saturday|Morning|U0082|M03790|Public Transportation|Family|Neutral|0.56
318|2025-11-15|Autumn|Saturday|Night|U0085|M00377|Community Center|Alone|Happy|0.62
318|2025-11-15|Autumn|Saturday|Night|U0094|M01573|Public Transportation|Partner|Neutral|0.58
319|2025-11-16|Autumn|Sunday|Morning|U0019|M04414|Workplace|Partner|Neutral|0.51
319|2025-11-16|Autumn|Sunday|Afternoon|U0021|M01419|Cinema|Alone|Neutral|0.49
319|2025-11-16|Autumn|Sunday|Night|U0031|M05603|Community Center|Friends|Sad|0.59
319|2025-11-16|Autumn|Sunday|Afternoon|U0035|M02093|Home|Friends|Neutral|0.47
319|2025-11-16|Autumn|Sunday|Morning|U0041|M00705|Home|Friends|Happy|0.61
319|2025-11-16|Autumn|Sunday|Morning|U0049|M02478|Home|Family|Neutral|0.62
319|2025-11-16|Autumn|Sunday|Afternoon|U0050|M00907|Community Center|Partner|Sad|0.56
319|2025-11-16|Autumn|Sunday|Morning|U0054|M03821|Community Center|Group|Neutral|0.49
319|2025-11-16|Autumn|Sunday|Night|U0059|M05111|Community Center|Group|Happy|0.66
319|2025-11-16|Autumn|Sunday|Night|U0061|M03066|Community Center|Friends|Neutral|0.61
319|2025-11-16|Autumn|Sunday|Afternoon|U0063|M04525|Community Center|Alone|Sad|0.47
319|2025-11-16|Autumn|Sunday|Evening|U0082|M03535|Community Center|Family|Happy|0.55
319|2025-11-16|Autumn|Sunday|Morning|U0092|M02661|Community Center|Alone|Neutral|0.48
320|2025-11-17|Autumn|Monday|Night|U0011|M00975|Public Transportation|Alone|Sad|0.37
320|2025-11-17|Autumn|Monday|Night|U0045|M03457|Public Transportation|Partner|Happy|0.74
320|2025-11-17|Autumn|Monday|Night|U0066|M00917|Community Center|Group|Sad|0.36
320|2025-11-17|Autumn|Monday|Evening|U0068|M02483|Cinema|Group|Sad|0.37
320|2025-11-17|Autumn|Monday|Evening|U0072|M02900|Public Transportation|Alone|Happy|0.57
320|2025-11-17|Autumn|Monday|Morning|U0081|M01431|Public Transportation|Family|Sad|0.46
320|2025-11-17|Autumn|Monday|Evening|U0095|M04181|Cinema|Friends|Neutral|0.51
321|2025-11-18|Autumn|Tuesday|Morning|U0046|M02628|Community Center|Alone|Sad|0.39
321|2025-11-18|Autumn|Tuesday|Evening|U0050|M04939|Home|Group|Happy|0.66
321|2025-11-18|Autumn|Tuesday|Night|U0064|M01435|Home|Friends|Sad|0.56
321|2025-11-18|Autumn|Tuesday|Morning|U0074|M00819|Cinema|Partner|Sad|0.47
321|2025-11-18|Autumn|Tuesday|Afternoon|U0075|M03849|Workplace|Group|Neutral|0.44
321|2025-11-18|Autumn|Tuesday|Night|U0091|M03634|Cinema|Alone|Sad|0.38
322|2025-11-19|Autumn|Wednesday|Evening|U0019|M00491|Cinema|Friends|Neutral|0.48
322|2025-11-19|Autumn|Wednesday|Afternoon|U0023|M05539|Public Transportation|Family|Neutral|0.4
322|2025-11-19|Autumn|Wednesday|Morning|U0024|M02967|Workplace|Alone|Happy|0.52
322|2025-11-19|Autumn|Wednesday|Night|U0050|M01099|Public Transportation|Alone|Neutral|0.5
322|2025-11-19|Autumn|Wednesday|Morning|U0065|M01742|Public Transportation|Family|Happy|0.7
322|2025-11-19|Autumn|Wednesday|Morning|U0067|M05160|Community Center|Friends|Happy|0.51
322|2025-11-19|Autumn|Wednesday|Night|U0069|M03617|Cinema|Friends|Sad|0.56
322|2025-11-19|Autumn|Wednesday|Afternoon|U0081|M02296|Community Center|Family|Happy|0.63
322|2025-11-19|Autumn|Wednesday|Afternoon|U0087|M01297|Home|Alone|Neutral|0.6
322|2025-11-19|Autumn|Wednesday|Morning|U0100|M05394|Cinema|Partner|Neutral|0.52
323|2025-11-20|Autumn|Thursday|Morning|U0006|M01220|Home|Family|Neutral|0.47
323|2025-11-20|Autumn|Thursday|Night|U0011|M05678|Workplace|Group|Neutral|0.32
323|2025-11-20|Autumn|Thursday|Afternoon|U0046|M02764|Public Transportation|Alone|Neutral|0.51
323|2025-11-20|Autumn|Thursday|Evening|U0065|M03281|Workplace|Group|Neutral|0.59
323|2025-11-20|Autumn|Thursday|Night|U0092|M02145|Workplace|Partner|Happy|0.42
323|2025-11-20|Autumn|Thursday|Night|U0096|M03259|Home|Partner|Neutral|0.62
324|2025-11-21|Autumn|Friday|Evening|U0005|M04005|Community Center|Friends|Neutral|0.61
324|2025-11-21|Autumn|Friday|Morning|U0006|M01203|Home|Family|Happy|0.63
324|2025-11-21|Autumn|Friday|Night|U0013|M04797|Home|Family|Neutral|0.49
324|2025-11-21|Autumn|Friday|Afternoon|U0075|M00411|Workplace|Alone|Happy|0.55
324|2025-11-21|Autumn|Friday|Morning|U0077|M01076|Community Center|Alone|Sad|0.52
324|2025-11-21|Autumn|Friday|Evening|U0082|M01042|Community Center|Friends|Neutral|0.6
324|2025-11-21|Autumn|Friday|Evening|U0091|M01041|Public Transportation|Friends|Happy|0.41
324|2025-11-21|Autumn|Friday|Evening|U0094|M03893|Workplace|Friends|Neutral|0.6
325|2025-11-22|Autumn|Saturday|Morning|U0006|M00559|Workplace|Family|Neutral|0.61
325|2025-11-22|Autumn|Saturday|Night|U0008|M03405|Home|Alone|Happy|0.53
325|2025-11-22|Autumn|Saturday|Morning|U0010|M00302|Community Center|Friends|Neutral|0.41
325|2025-11-22|Autumn|Saturday|Afternoon|U0013|M00334|Public Transportation|Family|Happy|0.52
325|2025-11-22|Autumn|Saturday|Evening|U0025|M00776|Home|Family|Sad|0.46
325|2025-11-22|Autumn|Saturday|Morning|U0039|M03134|Workplace|Partner|Neutral|0.53
325|2025-11-22|Autumn|Saturday|Night|U0049|M05597|Public Transportation|Family|Happy|0.55
325|2025-11-22|Autumn|Saturday|Night|U0050|M05403|Home|Partner|Happy|0.54
325|2025-11-22|Autumn|Saturday|Morning|U0053|M05125|Home|Friends|Sad|0.53
325|2025-11-22|Autumn|Saturday|Evening|U0060|M02706|Cinema|Group|Happy|0.53
325|2025-11-22|Autumn|Saturday|Evening|U0064|M04211|Workplace|Partner|Happy|0.69
